Elo rank,NAME,TEAM,elo
2390,Richard Grudzwick,Central Connecticut,762.3729103
2391,Kalen Ochs,Evansville,762.3601112
2392,Logan Broedner,Boston U.,762.2700973
2393,Dray Carson,Wichita State,762.1929854
2394,Ryan Parson,UMKC,762.1703818
2395,Matt Stark,Idaho State,761.6799429
2396,Connor Hickey,Valparaiso,761.5351112
2397,Jake Avery,Cornell,761.3145531
2398,Kalin Petrov,UMass Amherst,761.2450973
2399,Kyle Schwieman,Oakland,761.1601112
2400,Kyle Mastin,Northern Kentucky,760.90505
2401,Benjamin Bowers,Wright State,760.8101112
2402,Logan Murray,Northern Iowa,760.7203818
2403,William Anderson,North Carolina St.,760.4562404
2404,Reilly Bloomer,Georgetown,760.3638135
2405,Dean Yost,New Hampshire,760.2450973
2406,Enrique Hendrix,Evansville,760.1851112
2407,Scott Smith,Detroit Mercy,759.9101112
2408,George Lewis,Davidson,759.551283
2409,Kieran Ungemach,Elon,759.40505
2410,Brian Keller,Northeastern,759.2450973
2411,Michael Greeley,Detroit Mercy,759.2351112
2412,Graham Baird,Iona,759.1638135
2413,Carson Kline,Evansville,759.0601112
2414,Matthew Gibbons,Toledo,758.6851112
2415,Ben Bunch,St. Joseph's (Pa.),758.3395531
2416,Phillip Demers,UMass Lowell,758.2700973
2417,Jaron Hamilton,Central Arkansas,757.9406272
2418,Connor White,Elon,757.90505
2419,Lucas Lingle,Western Illinois,757.8953818
2420,Julien Magallanes,Louisville,757.8429854
2421,Chris Gish,Vermont,757.3200973
2422,Nasir Gibson,UMass Amherst,756.9729103
2423,Matthew Kane,UMBC,756.8895531
2424,Ray Sellaro,Penn,756.8388135
2425,Will Jones,Davidson,756.43005
2426,John Fish,Harvard,756.3950973
2427,Trevor Dominy,Charleston Southern,756.2202819
2428,Patrick Sutphin,Richmond,756.0596219
2429,Travis Thorne,Arizona,755.7679854
2430,Cole Dowdy,Kentucky,755.7138135
2431,Cornelius Kiprotich,Texas Tech,755.6062404
2432,Brian Arita,Lehigh,755.4950973
2433,Bryan Cabral,Monmouth,755.4645531
2434,Kyle Cass,Drake,755.1703818
2435,Chris Skelly,UMass Lowell,755.0555125
2436,Jack Kalil,UMass Lowell,754.6200973
2437,Michael Widmann,Missouri,754.6138135
2438,Shane Ramdeo,Temple,754.0645531
2439,Lamek Keditukei,Utah Valley,754.0555125
2440,Abdinasir Abdi,South Dakota,753.8453818
2441,Ben Lanza,Quinnipiac,753.7700973
2442,Tanner Dowdy,Kentucky,753.5388135
2443,Palmer Weimann,Marist,753.4979103
2444,Daniel Muldoon,Buffalo,752.6895531
2445,Ryan Moosbrugger,Col. of Charleston,752.15505
2446,John Crawford,New Hampshire,752.1450973
2447,Shem Kemboi,Arizona,751.9179854
2448,Aidan Sullivan,New Hampshire,751.7979103
2449,Kyle Garcia,Lamar,751.5608188
2450,Tanis Baldwin,North Carolina St.,751.3493984
2451,Caleb McCurdy,Cornell,751.3395531
2452,Kennan Schrag,Washington St.,751.1562404
2453,Matthew Russell,East Carolina,750.78005
2454,Kevin Peters,Johns Hopkins,750.6200973
2455,Alex Lucking,Richmond,750.2055125
2456,Alex Moen,Wichita State,750.1179854
2457,Steven Sum,Princeton,750.0145531
2458,Alexander Horgan,Boston College,749.8950973
2459,Jared Yabu,Brown,749.4888135
2460,Tyler Fish,Col. of Charleston,749.43005
2461,Chris Theodore,Duke,749.3055125
2462,Collin Price,Harvard,749.2429854
2463,Michael Kolor,Harvard,749.1950973
2464,Walker Miller,UMKC,748.7703818
2465,Colin Gallagher,St. Joseph's (Pa.),748.7145531
2466,Ian Steller,Providence,748.5200973
2467,Charles Ragone,Albany,748.4229103
2468,Ayrton Ledesma,Oklahoma State,748.1729032
2469,Jack Hilton,Quinnipiac,747.8700973
2470,Lucas Sidle,VCU,746.75505
2471,Jacob Ondash,Akron,746.7138135
2472,Lenny Baumann,Tennessee-Martin,746.6662307
2473,Daylan Quinn,UMKC,746.3453818
2474,Michael Weidenbruch,American,746.1395531
2475,Joseph Stark,Bucknell,746.0700973
2476,Jack Gooch,Lamar,745.8555125
2477,Stephen Mugeche,Missouri,745.8388135
2478,Billy McDevitt,Penn State,745.8373406
2479,Marcel Aubry,Boston U.,745.5200973
2480,Sam Beattie,Col. of Charleston,745.45505
2481,Carlos Zervigon,Tulane,745.2429854
2482,Ryan Miele,Bucknell,744.9950973
2483,Jack Ikenberry,George Mason,744.8895531
2484,Benjamin Littmann,Bucknell,744.4950973
2485,Jacob Underwood,Liberty,744.4929854
2486,Michael Pieterse,Coastal Carolina,744.18005
2487,Chris Joseph,Illinois-Chicago,744.0203818
2488,Nate Sloan,Pittsburgh,743.9950973
2489,Chris Thoms,UMBC,743.6645531
2490,Zach Beston,Boston College,743.5200973
2491,John Jaynes,Ohio,743.3138135
2492,Caleb Hummer,Illinois,743.2812404
2493,Evan Minor,Bucknell,743.0700973
2494,Connor Schank,North Dakota State,742.8953818
2495,Ronan O'Shea,Brown,742.6450973
2496,Jake Heinauer,Duquesne,742.5138135
2497,James Hoffman,Monmouth,742.4645531
2498,Scotti Hamilton,Boston U.,742.3929854
2499,Ben Ruffing,Boston College,742.2450973
2500,Robert Tuzzio,Holy Cross,741.9479103
2501,Matthew Greatorex,UMass Lowell,741.8700973
2502,Mihret Coulter,Charlotte,741.5562404
2503,Aksel Laudon,Boston U.,741.5200973
2504,Dylan Servos,Buffalo,741.2895531
2505,Isaac Grosner,Vermont,741.1950973
2506,Chris Durr,SE Missouri,740.9316643
2507,Matt McGoey,Pittsburgh,740.8950973
2508,Jacob St. Onge,Quinnipiac,740.6200973
2509,Ryan Eastman,Nebraska,740.5179854
2510,Dylan Mclaughlin,New Hampshire,740.3700973
2511,Andrew Goldman,Virginia Tech,740.2638135
2512,Andrew Bearkland,Stony Brook,740.1395531
2513,Matthew Allen,Quinnipiac,739.9450973
2514,Tristan Tapia,Northern Kentucky,739.88005
2515,Matthew Walker,New Hampshire,739.7700973
2516,Michael Duggan,Northeastern,739.4950973
2517,Phillip Trajkovski,New Hampshire,739.3950973
2518,Matthew Burke,Quinnipiac,739.3200973
2519,Joseph Walsh,UMass Lowell,739.2700973
2520,Jeffrey Venter,Quinnipiac,739.2450973
2521,Joe Lazzaro,Quinnipiac,739.2450973
2522,James Kosbar,SE Missouri,739.1857191
2523,Ben Woodward,Rider,739.0145531
2524,Noah Wallace,Army West Point,738.8229103
2525,Hugh Nicklason,San Francisco,738.2679854
2526,Jack Good,Lehigh,737.9145531
2527,Danny Galvin,Iona,737.6138135
2528,David Whitfield,Virginia Tech,737.0138135
2529,Josh Fontaine,UMass Lowell,736.9805125
2530,Josh Klein,Wichita State,736.8429854
2531,Paul Markovina,Hofstra,736.8395531
2532,Ian Russ,Providence,736.8312404
2533,Christopher Conrad,Missouri,736.4388135
2534,Nick Regas,Ohio State,736.3929854
2535,Griffin Bailey,SE Missouri,735.9055125
2536,Griffin McCauley,Brown,735.8888135
2537,Miguel Dickenson,American,735.7895531
2538,Seth Iverson,South Dakota,735.7203818
2539,Thomas Cain,Central Arkansas,735.5679854
2540,Andrew Hally,Penn,735.4562404
2541,Doug Mullen,Coastal Carolina,735.20505
2542,Steve Bauers,Ohio State,735.1929854
2543,Daniel Golden,Texas,734.8062404
2544,Sam McCool,Northern Iowa,734.7953818
2545,Nathaniel Howe,Binghamton,734.7395531
2546,Zak Kirk,Eastern Kentucky,734.1812404
2547,Alexzander Schell,Tennessee-Martin,733.9179854
2548,Lachlan Moore,UMKC,733.8953818
2549,Matthew Agosta,Ohio,733.5138135
2550,Ryan Matson,Arizona,733.3929854
2551,Xavier Lechleitner,Drake,733.0203818
2552,Tom Coe,Tulane,732.9679854
2553,Charles Taubl,Central Connecticut,732.8729103
2554,Daniel Gahagan,Binghamton,732.7145531
2555,Michael Wilson,New Mexico,732.4929854
2556,Elliot Dee,Iona,732.4062404
2557,JAKE McENEANEY,UNA UNC,732.3888135
2558,Joshua Cheruyot,Tulane,732.3679854
2559,Timothy Dye,Tennessee-Martin,732.2679854
2560,Luke Laverdiere,Harvard,732.1929854
2561,James Hill III,Tulane,732.1429854
2562,Ben Flowers,Wichita State,732.1179854
2563,Alex Lomong,Ohio State,732.1179854
2564,Thierry Siewe Yanga,Virginia Tech,732.0638135
2565,Kerry Gschwendtner,Bradley,731.8562404
2566,Sam Costa,Georgia Tech,731.7638135
2567,Paul Housey,George Washington,731.7395531
2568,Landin Delaney,Bucknell,731.4888135
2569,Jason Cousineau,St. Francis (N.Y.),731.4229103
2570,Alec Danner,Bradley,731.3312404
2571,ISAIAH CLAIBORNE,UNA PSU,731.2388135
2572,Jack Bradley,Georgia,731.2305125
2573,Seth Gard,Ohio,731.0138135
2574,Michael Benoit,Texas Tech,730.8312404
2575,Zak Ahmad,Penn,730.8138135
2576,Michael Villagomaz,VCU,730.80505
2577,Sean Egan,Temple,730.7895531
2578,Nejc Ferle,Lamar,730.7555125
2579,Czar Tarr,Ohio,730.6388135
2580,Brian Warsh,Iona,730.4888135
2581,JACOB McKENNA,UNA,730.3638135
2582,Armstrong Noonan,Yale,730.1805125
2583,Dan Uhranowsky,Pittsburgh,730.1138135
2584,NICK SUMMERLIN,UNA,730.1138135
2585,James Stockings,Lamar,730.0305125
2586,Corey Kumamoto,Holy Cross,729.9979103
2587,Conor Naughton,Central Michigan,729.9055125
2588,Aidan Caggiano,American,729.8645531
2589,Will Laird,Yale,729.8055125
2590,Nathan Wendt,South Dakota,729.7703818
2591,Michael Flanagan,Appalachian State,729.75505
2592,Trevor Falco,SE Missouri,729.6305125
2593,Nick Yaeger,SE Missouri,729.5805125
2594,Ty Brownlow,Georgetown,729.4812404
2595,Grant LaSelle,Texas Tech,729.0812404
2596,Corey Moody,Western Illinois,729.0203818
2597,Hugh O'Connor,UMBC,728.9645531
2598,Victor Ortiz Rivera,Albany,728.5979103
2599,Matthew Brown,Rider,728.0895531
2600,Jacob Simmons,South Dakota,727.5953818
2601,Cole Sandvold,Princeton,727.2395531
2602,Stephen Alvarez,Texas Tech,726.8062404
2603,Michael Pavicic,Monmouth,726.4145531
2604,Dane Krchnavy,Sacred Heart,725.8729103
2605,Jacob Hernandez,San Francisco,725.8562404
2606,Wyatt McIntrye,Illinois,725.6312404
2607,Bradley Arbaugh,UMBC,725.6145531
2608,Joseph Wilson,Charlotte,725.5062404
2609,Brandon Parrado,New Mexico,725.4812404
2610,Archie Blaes,VCU,724.85505
2611,Paul Catalano,Stony Brook,724.8145531
2612,Josh Sanders,UMKC,724.4453818
2613,Daniel Dombrowiecki,Monmouth,724.0395531
2614,Ross Smetzer,Western Illinois,723.3203818
2615,Evan Kaiser,Temple,723.2895531
2616,Jason Linendoll,Siena,723.1979103
2617,Caleb Brown,American,722.5645531
2618,Matthew McGovern,Bryant,721.8979103
2619,Tosin Ibironke,Hofstra,721.8645531
2620,Cole Streich,South Dakota,721.8203818
2621,Andrew Avery,Coastal Carolina,721.30505
2622,Lucas Howett,Western Illinois,720.9453818
2623,Matthew Roma,Fordham,720.6229103
2624,Martin Skucas,Illinois-Chicago,720.5453818
2625,Kevin Van Vorst,Cornell,720.5395531
2626,Connor McMannes,North Dakota,720.1703818
2627,Taylor Baranoski,UMBC,719.9145531
2628,James Maguire,Drake,719.8203818
2629,Michael Trost,North Dakota,719.4953818
2630,Matt Farrell,Monmouth,719.3145531
2631,Max Lustig,American,718.7395531
2632,Timothy Dunham,North Dakota,718.6703818
2633,Quintin Thurman,Western Illinois,717.9203818
2634,Cole Stenseth,North Dakota,717.7953818
2635,Brendan Foley,Stony Brook,717.6395531
2636,Alec Scott,Western Illinois,717.6203818
2637,Zachary King,North Dakota,717.5703818
2638,Noah Schiller,North Dakota,717.5453818
2639,Angel Yescas,Western Illinois,717.5453818
2640,Sam Earley,La Salle,717.1145531
2641,Daniel Robinson,George Washington,716.6145531
2642,Isaiah Jean-Baptiste,Rider,716.1395531
2643,Jackson Wedge,Col. of Charleston,715.93005
2644,Jon Messler,Albany,715.7479103
2645,Kevin Heredia,Rider,715.6895531
2646,Miles Smith,UMBC,715.2645531
2647,Adam VanValkenburgh,Binghamton,714.8645531
2648,Patrick Halloran,Central Connecticut,714.5729103
2649,John Pagliaro,American,714.4895531
2650,Ben Jacobson,Princeton,714.1395531
2651,Evan Peirce,Col. of Charleston,713.90505
2652,Sam Brosh,UMBC,713.8145531
2653,Peter Antonetti,UMBC,713.5145531
2654,Luke Myers,Colgate,713.4229103
2655,Will Spector,Rider,713.2395531
2656,Scott Ruskan,Rider,712.7395531
2657,Dante Perez,Hofstra,712.5145531
2658,Marc Meltzer,Hofstra,712.3145531
2659,Andrew Lazorcak,Rider,712.1395531
2660,Eric Collado,Rider,711.9895531
2661,Rani Marhaba,Binghamton,711.8645531
2662,Mike Mazzei,Rider,711.7645531
2663,Grayson Hoteling,Binghamton,711.6895531
2664,Conor Duffy,Rider,711.6395531
2665,John McMahon,Quinnipiac,711.6145531
2666,Jake Zappala,Rider,711.6145531
2667,Jake Carver,Davidson,711.55505
2668,Keith Prive,Northern Kentucky,711.00505
2669,Nick Rispoli,Fairfield,710.0979103
2670,Noah Tellier,Bryant,709.0229103
2671,Andrew Corbett,Holy Cross,706.9479103
2672,Blake Rigdon,Northern Kentucky,706.48005
2673,Alexander Saveliev,New Hampshire,705.9479103
2674,Mathew Evans,Coastal Carolina,705.70505
2675,Kiro Morkos,Presbyterian,705.0691902
2676,Lucas Culley,Colgate,703.9729103
2677,Scott Daly,Fairfield,702.0979103
2678,Robert Moore,Central Connecticut,700.3229103
2679,Ryan Curran,Colgate,699.4729103
2680,Ben Breton,Fairfield,698.6229103
2681,Dhahran Velasquez,UMass Lowell,697.7979103
2682,Jason Dolan,Bryant,696.9979103
2683,Zack Faljean,St. Francis (N.Y.),696.2229103
2684,Joseph Leland,Holy Cross,695.4729103
2685,Karter Seitz,Holy Cross,694.7229103
2686,Tommy Williams,Colgate,693.9979103
2687,Joseph Doerr,Holy Cross,693.2979103
2688,Dillon Aryeh,Colgate,692.6229103
2689,Nicholas Pandolfo,Sacred Heart,691.9729103
2690,Willy Pierce,Hartford,691.3479103
2691,Connor Secora,Fairfield,690.7479103
2692,Julio Arredondo,Central Connecticut,690.1479103
2693,Brian Cook,Fordham,689.5729103
2694,Patrick Donahue,Fordham,688.4979103
2695,Nurlan Herburger,Hartford,687.9979103
2696,Mike Dzubia,Fairfield,687.4979103
2697,Brian Lafleche,Colgate,687.0229103
2698,Corey Picard,Sacred Heart,686.5729103
2699,Timothy Salit,Fairfield,685.7479103
2700,Ryan Corbett,Sacred Heart,685.3729103
2701,brandon hall,Fordham,685.0229103
2702,Jay Bendlin,Albany,684.6729103
2703,Wesley Moody,Hartford,684.3479103
2704,Jordan Dagrin,Bryant,684.0479103
2705,Nicholas O'Brien,Hartford,683.7729103
2706,Robert McCabe,Bryant,683.5229103
2707,Moetiz Shilleh,Sacred Heart,683.2729103
2708,Chris Fischer,Fairfield,683.0479103
2709,Scott Curtis,Sacred Heart,682.8479103
2710,Paul Henry,Canisius,682.5229103
2711,Alexander Duncan,Bryant,682.3979103
2712,Christopher Wrenn,Bryant,682.2979103
2713,Brady Pearlstein,Colgate,682.1979103
2714,Sean Weir,Wagner,682.1229103
2715,Gavin Thurlow,Sacred Heart,682.0729103
2716,Orville Dixon,St. Francis (N.Y.),682.0479103
2717,Timothy McNamara,Central Connecticut,682.0479103
